Income,Age,Total_Spend,Recency,Frequency,Customer_Segment,CLV_Tier,Predicted_CLV
51563.0,39,1250,636,18,Champions,Mid CLV,1235.9546
57937.0,44,683,133,17,Lost,Low CLV,619.9266
68274.0,47,305,272,11,At-Risk,Low CLV,397.61478
39771.0,49,50,205,5,At-Risk,Low CLV,54.323643
67893.0,51,995,636,14,Champions,Mid CLV,854.01776
27922.0,47,41,50,5,At-Risk,Low CLV,42.898983
52190.0,50,77,52,6,At-Risk,Low CLV,92.61356
44051.0,53,171,516,8,Loyal,Low CLV,176.10599
42767.0,55,131,414,6,Loyal,Low CLV,86.89628
46106.0,50,54,49,4,At-Risk,Low CLV,39.52934
16927.0,50,53,504,7,Loyal,Low CLV,103.92107
59754.0,61,475,575,13,Loyal,Low CLV,503.82028
53700.0,74,694,681,18,Champions,Mid CLV,846.8271
59041.0,53,96,53,6,At-Risk,Low CLV,84.07721
54237.0,69,361,428,12,Loyal,Low CLV,353.6319
70647.0,59,1079,646,24,Champions,Mid CLV,1366.9282
52597.0,64,578,53,17,Lost,Low CLV,549.99994
41021.0,57,64,546,5,Loyal,Low CLV,60.980362
40233.0,51,149,258,8,At-Risk,Low CLV,165.7115
50183.0,46,231,4,10,At-Risk,Low CLV,233.59888
54753.0,67,728,290,18,Lost,Low CLV,671.9771
92955.0,53,1778,314,22,Lost,High CLV,1827.5566
33471.0,53,93,625,7,Loyal,Low CLV,123.49108
34596.0,52,23,442,3,Loyal,Low CLV,30.663675
44010.0,46,662,624,18,Champions,Low CLV,660.9476
84219.0,38,1198,147,17,Lost,Mid CLV,1233.692
40706.0,58,81,528,7,Loyal,Low CLV,115.76741
15716.0,38,92,594,7,Loyal,Low CLV,119.140594
59052.0,67,491,224,15,Lost,Low CLV,489.02908
80573.0,55,1564,623,23,Champions,Mid CLV,1507.5414
83715.0,64,926,146,23,Lost,Mid CLV,1022.2185
82576.0,67,1910,697,18,Champions,High CLV,1932.0768
56962.0,61,411,261,14,At-Risk,Low CLV,492.581
35704.0,74,94,177,6,At-Risk,Low CLV,68.938774
53103.0,72,1085,290,23,Lost,Mid CLV,1000.2866
46779.0,66,23,352,3,At-Risk,Low CLV,40.712196
4861.0,61,6,7,0,At-Risk,Low CLV,26.350143
33462.0,47,54,326,5,At-Risk,Low CLV,59.6777
63693.0,48,1150,258,26,Lost,Mid CLV,1144.1898
80763.0,76,1415,318,22,Lost,High CLV,1773.1626
65352.0,52,405,312,14,At-Risk,Low CLV,471.49518
82170.0,48,1908,216,18,Lost,High CLV,1594.658
75759.0,57,2486,247,25,Lost,High CLV,2129.4934
79689.0,50,1315,413,26,Champions,Mid CLV,1306.6007
35340.0,70,45,0,5,At-Risk,Low CLV,49.581387
85683.0,72,1789,100,16,Lost,High CLV,1704.5602
24884.0,54,19,577,3,Loyal,Low CLV,36.661045
42021.0,45,573,667,17,Champions,Low CLV,622.1691
64449.0,37,805,131,20,Lost,Mid CLV,844.57697
64587.0,72,108,7,6,At-Risk,Low CLV,114.61649
34824.0,31,23,95,3,At-Risk,Low CLV,21.609617
75437.0,48,1493,232,22,Lost,Mid CLV,1485.7322
26091.0,69,89,124,6,At-Risk,Low CLV,64.91294
52845.0,53,936,320,22,Lost,Mid CLV,884.1306
46086.0,70,343,238,12,At-Risk,Low CLV,319.2957
78028.0,70,528,657,19,Champions,Mid CLV,1051.8762
95169.0,39,1901,263,11,Lost,Mid CLV,1300.7084
56337.0,45,724,459,17,Champions,Low CLV,708.5797
22434.0,39,58,501,5,Loyal,Low CLV,62.84162
36930.0,72,297,408,11,Loyal,Low CLV,297.08902
36130.0,72,488,512,15,Loyal,Low CLV,577.6918
65569.0,73,859,601,21,Champions,Mid CLV,1136.325
83844.0,74,1574,413,19,Champions,High CLV,1578.5881
19514.0,58,69,154,6,At-Risk,Low CLV,67.805
36736.0,63,17,415,3,Loyal,Low CLV,27.890947
77568.0,47,2194,673,20,Champions,High CLV,2012.5295
49187.0,50,116,169,7,At-Risk,Low CLV,118.53951
30168.0,48,279,479,11,Loyal,Low CLV,299.8846
34053.0,58,103,657,6,Loyal,Low CLV,88.34993
38196.0,55,44,72,6,At-Risk,Low CLV,72.56092
59412.0,75,406,71,14,At-Risk,Low CLV,386.4557
70924.0,61,1363,83,19,Lost,Mid CLV,1366.4524
54165.0,57,236,397,10,Loyal,Low CLV,268.80872
32300.0,53,39,542,4,Loyal,Low CLV,43.36473
20180.0,50,137,494,7,Loyal,Low CLV,117.22342
34961.0,53,79,10,7,At-Risk,Low CLV,106.29237
28440.0,52,63,357,5,Loyal,Low CLV,56.69978
64504.0,73,1314,482,18,Champions,Mid CLV,1126.5854
33564.0,60,71,5,5,At-Risk,Low CLV,60.937256
17345.0,48,58,603,5,Loyal,Low CLV,73.73859
56320.0,59,702,447,18,Champions,Low CLV,759.7688
28647.0,48,94,312,6,At-Risk,Low CLV,92.32747
15038.0,39,80,516,5,Loyal,Low CLV,65.554504
32173.0,68,22,332,4,At-Risk,Low CLV,38.187206
68316.0,62,1211,602,27,Champions,Mid CLV,1371.768
74538.0,55,1461,365,21,Champions,High CLV,1643.4927
91700.0,55,1968,528,19,Champions,High CLV,1847.0336
68695.0,57,1091,4,15,Lost,Mid CLV,1039.4203
31056.0,49,55,523,4,Loyal,Low CLV,47.083057
79593.0,53,1366,48,18,Lost,High CLV,1596.1276
28071.0,46,313,669,11,Loyal,Low CLV,294.74078
37334.0,68,62,123,7,At-Risk,Low CLV,101.285835
46423.0,54,92,284,6,At-Risk,Low CLV,75.42115
37126.0,55,72,91,5,At-Risk,Low CLV,79.72425
47703.0,73,655,396,17,Lost,Low CLV,557.70294
61180.0,67,704,67,16,Lost,Low CLV,746.31964
38998.0,72,54,603,5,Loyal,Low CLV,66.81631
8028.0,35,178,649,1,Loyal,Low CLV,181.8502
76081.0,64,1033,37,13,Lost,Mid CLV,1167.2727
34728.0,40,36,334,4,At-Risk,Low CLV,54.487686
33168.0,61,122,624,7,Loyal,Low CLV,131.96596
33585.0,60,122,277,6,At-Risk,Low CLV,74.632675
77037.0,66,1123,259,26,Lost,Mid CLV,1132.3242
35196.0,42,497,593,12,Loyal,Low CLV,395.02228
44529.0,60,691,359,19,Lost,Low CLV,724.943
70924.0,61,1363,83,19,Lost,Mid CLV,1366.4524
28764.0,60,12,24,3,At-Risk,Low CLV,25.30097
69098.0,77,2440,498,24,Champions,High CLV,1979.9172
25959.0,56,56,500,5,Loyal,Low CLV,86.33354
27100.0,43,37,450,4,Loyal,Low CLV,41.477074
70596.0,41,968,632,20,Champions,Mid CLV,1099.0256
42557.0,52,270,669,11,Loyal,Low CLV,286.4002
53312.0,75,278,324,11,At-Risk,Low CLV,284.7608
72228.0,74,1250,579,21,Champions,Mid CLV,1306.4563
67605.0,39,938,455,16,Champions,Mid CLV,1260.0007
62845.0,77,1178,636,17,Champions,Mid CLV,1215.326
65196.0,68,1155,339,24,Lost,Mid CLV,986.17596
42000.0,39,653,535,18,Champions,Low CLV,719.636
35860.0,53,49,41,4,At-Risk,Low CLV,48.89137
65526.0,62,506,79,16,Lost,Low CLV,708.30585
16860.0,65,38,655,5,Loyal,Low CLV,65.06717
83528.0,34,1650,59,22,Lost,High CLV,1600.0898
64176.0,61,1826,695,25,Champions,Mid CLV,1344.2631
22304.0,70,18,694,3,Loyal,Low CLV,19.610046
67023.0,48,906,117,23,Lost,Mid CLV,968.9128
32892.0,55,46,35,6,At-Risk,Low CLV,60.120476
70713.0,60,1477,573,19,Champions,Mid CLV,1494.2908
59925.0,71,766,576,20,Champions,Mid CLV,822.65845
39722.0,73,47,125,5,At-Risk,Low CLV,49.606403
46610.0,68,467,346,13,Loyal,Low CLV,391.66977
88347.0,65,2116,361,20,Champions,High CLV,2018.3705
87171.0,45,1298,424,24,Champions,Mid CLV,1372.1686
26907.0,50,22,313,4,At-Risk,Low CLV,37.999363
50014.0,58,396,158,13,At-Risk,Low CLV,386.38467
41014.0,48,20,433,3,Loyal,Low CLV,28.971151
66294.0,61,967,104,12,Lost,Low CLV,710.71216
36715.0,55,357,589,13,Loyal,Low CLV,451.29626
79456.0,70,1401,676,15,Champions,Mid CLV,1532.9307
40479.0,44,15,316,3,At-Risk,Low CLV,25.915615
75345.0,56,2087,512,19,Champions,High CLV,1785.3604
54233.0,49,981,510,22,Champions,Mid CLV,1000.7855
24163.0,56,17,260,4,At-Risk,Low CLV,34.771076
84460.0,68,523,541,22,Champions,Low CLV,703.7896
43776.0,43,23,57,3,At-Risk,Low CLV,25.122726
71691.0,68,1192,104,16,Lost,Mid CLV,1129.6929
85844.0,53,1958,31,19,Lost,High CLV,1765.0804
39190.0,52,133,64,7,At-Risk,Low CLV,113.042404
71367.0,67,777,310,16,Lost,Mid CLV,960.5219
38578.0,54,73,372,6,Loyal,Low CLV,78.190674
57236.0,61,121,109,7,At-Risk,Low CLV,117.809875
61825.0,47,424,326,14,Loyal,Low CLV,436.02496
79803.0,68,868,27,12,Lost,Mid CLV,839.2403
80910.0,40,756,606,14,Champions,Mid CLV,1044.0472
27590.0,44,12,432,3,Loyal,Low CLV,26.31825
56775.0,47,937,543,23,Champions,Mid CLV,1007.2423
83829.0,51,1862,264,17,Lost,High CLV,1870.7572
54210.0,47,367,405,12,Loyal,Low CLV,337.95886
38508.0,40,443,331,14,Loyal,Low CLV,447.68216
53187.0,56,267,246,11,At-Risk,Low CLV,286.77902
30023.0,54,61,97,5,At-Risk,Low CLV,50.542038
76045.0,66,1323,226,20,Lost,Mid CLV,1392.3018
50870.0,74,63,10,5,At-Risk,Low CLV,51.12494
15315.0,56,64,330,6,At-Risk,Low CLV,68.73953
65463.0,52,562,150,17,Lost,Low CLV,624.0137
66480.0,61,312,29,12,At-Risk,Low CLV,316.28705
76773.0,72,1156,489,15,Champions,Mid CLV,1117.0221
81698.0,43,1104,485,15,Champions,Mid CLV,1326.8873
54466.0,53,16,140,3,At-Risk,Low CLV,30.91901
98777.0,66,2008,132,19,Lost,High CLV,1766.9205
16269.0,42,44,303,6,At-Risk,Low CLV,61.5506
71819.0,55,1574,305,11,Lost,Mid CLV,1518.6552
33569.0,43,63,256,4,At-Risk,Low CLV,54.48288
36262.0,43,426,282,11,At-Risk,Low CLV,376.60263
22634.0,60,96,529,5,Loyal,Low CLV,72.87638
47025.0,48,635,290,18,Lost,Low CLV,584.3392
70566.0,58,757,266,20,Lost,Mid CLV,1079.0112
31605.0,47,125,584,7,Loyal,Low CLV,126.81272
52034.0,53,332,408,11,Loyal,Low CLV,307.47653
48526.0,47,135,187,7,At-Risk,Low CLV,120.435074
46734.0,72,330,588,12,Loyal,Low CLV,378.68973
39552.0,64,384,558,13,Loyal,Low CLV,415.34018
86358.0,60,1722,690,14,Champions,High CLV,1599.5278
46931.0,49,78,66,5,At-Risk,Low CLV,64.58942
16581.0,41,24,533,3,Loyal,Low CLV,27.96692
63998.0,74,1168,191,24,Lost,Mid CLV,985.91595
67381.0,75,957,530,13,Champions,Mid CLV,888.2733
25930.0,59,15,262,3,At-Risk,Low CLV,21.40209
42693.0,48,57,22,4,At-Risk,Low CLV,38.72361
85606.0,50,1956,594,22,Champions,High CLV,1787.9489
72903.0,41,2013,243,20,Lost,High CLV,1935.449
49669.0,52,326,36,12,At-Risk,Low CLV,318.80792
36778.0,58,77,693,6,Loyal,Low CLV,79.192024
85696.0,64,1313,422,19,Champions,Mid CLV,1378.7219
10979.0,37,30,38,6,At-Risk,Low CLV,54.15488
49678.0,65,315,512,12,Loyal,Low CLV,354.39636
56129.0,73,660,374,18,Lost,Low CLV,564.9089
37155.0,37,74,514,6,Loyal,Low CLV,87.96274
21282.0,48,46,49,5,At-Risk,Low CLV,40.203815
33419.0,64,86,316,6,At-Risk,Low CLV,77.86096
63285.0,81,1103,236,24,Lost,Mid CLV,1042.173
21255.0,52,61,159,7,At-Risk,Low CLV,93.635284
42162.0,45,145,222,7,At-Risk,Low CLV,117.45445
54450.0,70,684,653,19,Champions,Low CLV,664.9318
57744.0,72,411,229,14,At-Risk,Low CLV,409.85168
26576.0,40,27,624,3,Loyal,Low CLV,41.35787
57513.0,83,1060,358,25,Lost,Mid CLV,1095.8202
68142.0,62,1459,669,21,Champions,Mid CLV,1444.1245
7500.0,47,18,669,3,Loyal,Low CLV,15.429501
83145.0,52,1833,645,25,Champions,High CLV,1727.8723
54197.0,66,237,87,10,At-Risk,Low CLV,304.48132
23091.0,63,48,32,6,At-Risk,Low CLV,68.75306
46049.0,50,515,343,16,Lost,Low CLV,567.486
56715.0,52,1020,571,14,Champions,Low CLV,660.7572
79410.0,65,1370,31,10,Lost,Mid CLV,1153.2747
57304.0,75,1026,475,23,Champions,Mid CLV,1026.5255
44375.0,61,301,98,11,At-Risk,Low CLV,280.22873
54450.0,70,684,653,19,Champions,Low CLV,664.9318
59594.0,61,499,617,16,Loyal,Low CLV,587.3018
80685.0,32,1004,676,20,Champions,Mid CLV,1099.619
40344.0,52,218,259,10,At-Risk,Low CLV,235.51115
62710.0,54,606,402,18,Lost,Low CLV,747.8245
48985.0,58,75,359,5,Loyal,Low CLV,74.794106
35322.0,58,106,676,6,Loyal,Low CLV,87.5617
77142.0,78,990,396,16,Champions,Mid CLV,1143.2865
81657.0,57,1097,158,15,Lost,Mid CLV,1150.3977
14421.0,30,16,132,3,At-Risk,Low CLV,21.136404
20130.0,52,34,104,4,At-Risk,Low CLV,30.654713
74214.0,36,1711,672,15,Champions,High CLV,1616.3501
66726.0,69,438,168,14,At-Risk,Low CLV,463.04846
23724.0,47,75,537,5,Loyal,Low CLV,58.852444
47353.0,66,225,228,10,At-Risk,Low CLV,222.91193
33444.0,74,18,603,3,Loyal,Low CLV,36.2549
54386.0,45,470,408,15,Loyal,Low CLV,583.40594
28510.0,45,91,442,6,Loyal,Low CLV,76.12315
90638.0,35,2525,136,17,Lost,Mid CLV,1477.8588
48070.0,76,504,532,16,Loyal,Low CLV,560.2274
43140.0,69,235,540,10,Loyal,Low CLV,242.82874
54959.0,65,1232,526,18,Champions,Mid CLV,927.14575
15056.0,68,88,422,7,Loyal,Low CLV,115.45946
26954.0,55,17,52,3,At-Risk,Low CLV,13.619253
22327.0,41,24,331,4,At-Risk,Low CLV,36.797367
44393.0,61,60,311,5,At-Risk,Low CLV,56.677578
62000.0,74,1020,308,25,Lost,Mid CLV,1015.9782
31497.0,64,155,570,8,Loyal,Low CLV,177.22032
45894.0,52,51,122,4,At-Risk,Low CLV,38.55269
78579.0,56,1812,554,15,Champions,High CLV,1681.0679
67369.0,57,1461,589,21,Champions,Mid CLV,1383.3245
58401.0,66,96,70,5,At-Risk,Low CLV,69.88898
62307.0,74,160,132,8,At-Risk,Low CLV,168.75307
43641.0,57,139,433,7,Loyal,Low CLV,122.11979
63841.0,58,908,434,21,Champions,Mid CLV,917.35297
46891.0,61,183,301,7,At-Risk,Low CLV,125.49879
70091.0,57,1161,455,17,Champions,Mid CLV,1025.5671
78075.0,54,988,85,13,Lost,Mid CLV,1080.5017
59184.0,65,1072,658,24,Champions,Mid CLV,1030.2648
54809.0,49,174,291,8,At-Risk,Low CLV,166.37405
58113.0,67,758,520,19,Champions,Low CLV,686.0807
51412.0,68,195,180,9,At-Risk,Low CLV,197.23602
15287.0,47,31,627,4,Loyal,Low CLV,44.820724
66636.0,69,1084,316,16,Lost,Mid CLV,990.5791
50965.0,70,685,494,19,Champions,Low CLV,750.5924
84618.0,61,1672,219,25,Lost,High CLV,1643.8853
18351.0,36,43,243,5,At-Risk,Low CLV,46.32444
40451.0,69,49,133,4,At-Risk,Low CLV,48.30588
36317.0,61,133,403,7,Loyal,Low CLV,126.224754
42213.0,69,363,260,13,At-Risk,Low CLV,380.0222
65748.0,71,545,440,16,Loyal,Mid CLV,991.20416
77044.0,54,1065,245,29,Lost,Mid CLV,1178.6221
74918.0,57,2047,474,20,Champions,High CLV,1783.1982
56721.0,54,296,606,10,Loyal,Low CLV,283.66693
42160.0,51,140,366,7,Loyal,Low CLV,121.37611
61559.0,61,530,347,16,Lost,Low CLV,617.54785
33629.0,63,152,690,8,Loyal,Low CLV,186.6207
68682.0,35,1598,266,23,Lost,Mid CLV,1538.7205
34377.0,63,114,526,6,Loyal,Low CLV,112.2147
8940.0,40,101,676,7,Loyal,Low CLV,94.57191
26228.0,53,25,280,3,At-Risk,Low CLV,21.40209
77297.0,69,789,519,21,Champions,Mid CLV,1519.7286
40211.0,45,87,334,5,At-Risk,Low CLV,75.937454
33438.0,68,90,280,7,At-Risk,Low CLV,111.19148
75032.0,67,1215,427,18,Champions,Mid CLV,1160.0195
61284.0,71,811,260,21,Lost,Low CLV,652.22815
22518.0,40,61,615,5,Loyal,Low CLV,80.60885
54730.0,51,405,318,13,At-Risk,Low CLV,392.41055
38452.0,71,72,91,6,At-Risk,Low CLV,67.31568
44421.0,55,189,499,9,Loyal,Low CLV,211.7739
38197.0,40,40,365,4,Loyal,Low CLV,43.753006
41986.0,48,63,140,7,At-Risk,Low CLV,104.62345
28427.0,43,52,465,5,Loyal,Low CLV,57.76848
37395.0,50,39,58,4,At-Risk,Low CLV,38.35194
64722.0,55,805,34,21,Lost,Low CLV,772.9319
55249.0,70,130,73,7,At-Risk,Low CLV,105.07375
84906.0,54,1631,268,23,Lost,High CLV,1692.7607
28691.0,37,34,360,4,Loyal,Low CLV,42.869473
44213.0,74,152,212,8,At-Risk,Low CLV,158.87141
25707.0,42,21,162,4,At-Risk,Low CLV,34.910854
59062.0,59,71,269,5,At-Risk,Low CLV,83.13641
76624.0,64,899,36,22,Lost,Mid CLV,1093.3319
66000.0,79,711,70,9,At-Risk,Low CLV,732.66846
27683.0,48,351,694,12,Loyal,Low CLV,325.91394
1730.0,55,8,42,0,At-Risk,Low CLV,32.376778
7500.0,34,119,573,7,Loyal,Low CLV,136.35956
40521.0,58,21,450,3,Loyal,Low CLV,43.400627
20427.0,53,10,97,3,At-Risk,Low CLV,19.08692
65106.0,51,973,36,24,Lost,Mid CLV,1005.69226
69969.0,61,1536,306,12,Lost,Mid CLV,789.127
67433.0,74,992,348,24,Lost,Mid CLV,1176.4857
77766.0,59,1529,492,32,Champions,Mid CLV,1538.0411
74716.0,54,860,290,15,Lost,Mid CLV,925.1354
68118.0,63,928,254,21,Lost,Mid CLV,1185.4666
55158.0,56,418,699,14,Loyal,Low CLV,423.227
62972.0,71,587,695,14,Loyal,Low CLV,732.9499
74190.0,51,641,48,17,Lost,Low CLV,607.1112
39356.0,50,23,102,3,At-Risk,Low CLV,30.708809
76653.0,57,2279,317,22,Champions,High CLV,1818.7191
35860.0,53,49,41,4,At-Risk,Low CLV,48.89137
90687.0,43,1779,403,16,Champions,High CLV,1737.2816
73450.0,44,1804,206,26,Lost,Mid CLV,1418.971
31454.0,66,48,358,5,Loyal,Low CLV,54.478603
47139.0,74,83,115,5,At-Risk,Low CLV,58.642323
83829.0,51,1862,264,17,Lost,High CLV,1870.7572
53378.0,63,793,643,19,Champions,Mid CLV,889.2579
19656.0,56,84,506,6,Loyal,Low CLV,85.21494
45579.0,78,183,313,9,At-Risk,Low CLV,194.65681
85485.0,68,1383,8,18,Lost,Mid CLV,1392.1366
55956.0,82,999,83,14,Lost,Mid CLV,856.8212
64191.0,63,825,523,21,Champions,Mid CLV,956.5006
38808.0,54,246,672,10,Loyal,Low CLV,248.46031
57183.0,60,610,467,17,Champions,Low CLV,565.7637
23748.0,58,76,585,6,Loyal,Low CLV,95.16564
66303.0,55,1286,488,18,Champions,Mid CLV,1150.8572
37368.0,51,30,195,3,At-Risk,Low CLV,30.708809
40800.0,62,99,544,6,Loyal,Low CLV,80.48717
71847.0,48,1192,646,22,Champions,Mid CLV,1365.4155
46149.0,51,362,212,13,At-Risk,Low CLV,379.84927
78687.0,43,2130,689,18,Champions,High CLV,2059.9883
49118.0,55,1229,680,26,Champions,Mid CLV,1214.5208
37633.0,69,38,647,4,Loyal,Low CLV,59.798435
39767.0,75,485,343,15,Lost,Low CLV,478.47638
26997.0,75,434,601,11,Loyal,Low CLV,337.6558
33986.0,56,44,472,4,Loyal,Low CLV,45.3946
57091.0,54,496,583,16,Loyal,Low CLV,553.1614
46831.0,57,78,386,5,Loyal,Low CLV,95.265594
83151.0,54,2346,504,22,Champions,High CLV,1950.489
52531.0,55,794,546,19,Champions,Low CLV,671.7123
15759.0,70,17,297,3,At-Risk,Low CLV,14.921775
22804.0,55,26,333,4,At-Risk,Low CLV,43.29846
43050.0,53,76,103,6,At-Risk,Low CLV,74.632675
42997.0,49,15,204,3,At-Risk,Low CLV,25.183695
48918.0,63,62,78,5,At-Risk,Low CLV,58.429707
60033.0,72,198,92,8,At-Risk,Low CLV,178.07736
34043.0,48,49,247,4,At-Risk,Low CLV,42.166565
57811.0,60,802,370,20,Lost,Mid CLV,813.70374
78569.0,80,1736,130,14,Lost,High CLV,1582.8776
7500.0,48,57,549,6,Loyal,Low CLV,79.38318
157733.0,55,59,390,2,Loyal,Low CLV,99.1388
94384.0,73,2302,482,18,Champions,High CLV,2178.0674
23148.0,41,37,131,5,At-Risk,Low CLV,51.04852
44267.0,56,310,489,11,Loyal,Low CLV,308.30984
71626.0,47,1305,605,18,Champions,Mid CLV,1429.3427
60894.0,60,832,366,21,Lost,Mid CLV,852.41754
50200.0,50,401,452,13,Loyal,Low CLV,408.54877
81051.0,61,1501,37,22,Lost,Mid CLV,1496.1097
65169.0,44,1189,166,27,Lost,Mid CLV,1269.4343
59868.0,54,1194,342,25,Lost,Mid CLV,1081.367
65695.0,66,656,149,19,Lost,Low CLV,754.9533
64857.0,70,1540,583,22,Champions,Mid CLV,1325.2776
45143.0,61,311,307,12,At-Risk,Low CLV,337.79263
74805.0,71,820,235,21,Lost,Mid CLV,1168.244
59060.0,37,274,169,11,At-Risk,Low CLV,291.98663
27238.0,64,57,435,6,Loyal,Low CLV,74.3271
47009.0,61,448,271,13,At-Risk,Low CLV,423.2988
46094.0,53,44,19,4,At-Risk,Low CLV,38.58383
40321.0,54,102,335,6,At-Risk,Low CLV,78.190674
37235.0,42,61,148,4,At-Risk,Low CLV,47.45195
81843.0,66,1643,433,26,Champions,Mid CLV,1438.8516
46692.0,68,397,388,12,Loyal,Low CLV,336.40793
77382.0,58,1121,173,24,Lost,Mid CLV,1257.9961
37774.0,49,473,664,12,Loyal,Low CLV,393.67545
18393.0,52,50,92,6,At-Risk,Low CLV,60.01483
72828.0,64,1678,500,22,Champions,Mid CLV,1304.8525
24711.0,44,58,72,6,At-Risk,Low CLV,64.36498
45503.0,51,170,277,8,At-Risk,Low CLV,163.99321
6560.0,44,373,199,2,At-Risk,Low CLV,244.89072
71604.0,81,1196,224,16,Lost,Mid CLV,1212.1376
27244.0,47,101,114,6,At-Risk,Low CLV,83.84285
48752.0,57,316,564,12,Loyal,Low CLV,356.2353
71434.0,64,1400,284,18,Lost,Mid CLV,1298.3479
90842.0,78,1424,335,26,Champions,Mid CLV,1469.9811
88097.0,48,844,680,19,Champions,Mid CLV,967.63293
51948.0,51,311,285,11,At-Risk,Low CLV,295.4878
71853.0,44,1149,417,16,Champions,Mid CLV,1372.2809
35876.0,43,129,70,7,At-Risk,Low CLV,108.71143
40049.0,74,32,256,4,At-Risk,Low CLV,33.83545
39660.0,44,299,690,11,Loyal,Low CLV,349.26172
50127.0,64,320,31,12,At-Risk,Low CLV,338.67325
43263.0,49,441,585,13,Loyal,Low CLV,427.72134
62845.0,77,1178,636,17,Champions,Mid CLV,1215.326
18929.0,36,85,498,5,Loyal,Low CLV,66.84669
24367.0,44,24,466,3,Loyal,Low CLV,28.107838
33249.0,51,112,494,6,Loyal,Low CLV,91.92746
26887.0,67,30,504,4,Loyal,Low CLV,43.97304
50150.0,43,410,374,14,Loyal,Low CLV,417.2213
62061.0,50,800,302,21,Lost,Mid CLV,852.4875
85696.0,64,1313,422,19,Champions,Mid CLV,1378.7219
76542.0,70,1483,456,22,Champions,Mid CLV,1324.6183
70515.0,33,1258,251,16,Lost,Mid CLV,1275.0442
18227.0,39,28,598,3,Loyal,Low CLV,46.986115
69139.0,61,227,153,10,At-Risk,Low CLV,245.60214
69109.0,44,1555,597,19,Champions,High CLV,1569.1082
69627.0,64,861,469,21,Champions,Mid CLV,898.5634
38136.0,48,103,433,6,Loyal,Low CLV,94.39041
62159.0,80,634,62,18,Lost,Low CLV,615.51263
80695.0,63,1918,182,18,Lost,Mid CLV,1481.76
33316.0,55,131,268,7,At-Risk,Low CLV,114.38932
58554.0,58,586,641,16,Champions,Low CLV,607.50964
17256.0,34,62,218,5,At-Risk,Low CLV,54.41691
53034.0,52,447,395,14,Loyal,Low CLV,401.38818
52203.0,76,939,698,26,Champions,Mid CLV,962.4016
59601.0,49,797,339,11,Lost,Low CLV,584.17145
75154.0,68,1143,663,15,Champions,Mid CLV,1215.1736
47025.0,50,415,234,14,At-Risk,Low CLV,493.68225
37971.0,53,30,216,4,At-Risk,Low CLV,38.55269
41335.0,58,187,185,9,At-Risk,Low CLV,199.19693
67267.0,68,251,47,10,At-Risk,Low CLV,321.78354
57338.0,51,237,61,10,At-Risk,Low CLV,238.73166
50523.0,66,91,186,6,At-Risk,Low CLV,63.728542
35791.0,61,35,419,4,Loyal,Low CLV,42.16094
50611.0,66,493,633,16,Loyal,Low CLV,558.3443
56242.0,57,971,483,23,Champions,Mid CLV,986.5001
48904.0,66,371,574,13,Loyal,Low CLV,403.5316
56243.0,51,396,181,14,At-Risk,Low CLV,402.22818
21355.0,41,68,313,5,At-Risk,Low CLV,62.65408
57420.0,55,322,369,12,Loyal,Low CLV,451.43643
51381.5,56,317,454,12,Loyal,Low CLV,360.2931
46390.0,71,222,55,9,At-Risk,Low CLV,196.49814
54342.0,70,177,361,8,Loyal,Low CLV,165.56252
51381.5,68,45,664,4,Loyal,Low CLV,77.8954
51381.5,62,21,168,3,At-Risk,Low CLV,32.23587
20895.0,53,45,631,5,Loyal,Low CLV,51.010963
92344.0,78,1899,165,20,Lost,High CLV,1948.1124
51381.5,54,42,119,4,At-Risk,Low CLV,45.604843
26907.0,50,22,313,4,At-Risk,Low CLV,37.999363
44964.0,46,41,560,4,Loyal,Low CLV,43.88528
75507.0,47,1440,58,20,Lost,Mid CLV,1296.5367
53761.0,54,325,261,11,At-Risk,Low CLV,411.40097
22682.0,53,95,269,7,At-Risk,Low CLV,98.313774
38887.0,54,42,119,4,At-Risk,Low CLV,38.55269
41658.0,51,72,597,4,Loyal,Low CLV,65.9768
29791.0,54,20,45,5,At-Risk,Low CLV,46.23647
63915.0,70,789,334,21,Lost,Low CLV,761.82715
39996.0,52,15,38,3,At-Risk,Low CLV,20.878126
26759.0,54,59,142,6,At-Risk,Low CLV,67.13412
63841.0,58,908,434,21,Champions,Mid CLV,917.35297
51039.0,57,417,566,12,Loyal,Low CLV,378.7689
60544.0,65,289,673,11,Loyal,Low CLV,340.16064
65685.0,54,769,92,20,Lost,Low CLV,674.20197
37716.0,73,188,69,8,At-Risk,Low CLV,160.81581
36864.0,69,354,685,11,Loyal,Low CLV,325.6846
44511.0,56,727,625,20,Champions,Mid CLV,863.99524
36947.0,59,146,691,7,Loyal,Low CLV,126.28211
47352.0,75,319,444,12,Loyal,Low CLV,338.16983
67087.0,73,794,194,20,Lost,Mid CLV,863.69214
57045.0,76,454,659,15,Loyal,Low CLV,591.38214
36957.0,73,152,661,7,Loyal,Low CLV,145.48177
69389.0,49,797,639,21,Champions,Mid CLV,919.70087
80134.0,54,1690,405,14,Champions,High CLV,1715.164
43142.0,57,20,131,3,At-Risk,Low CLV,25.183695
80589.0,82,1428,158,20,Lost,Mid CLV,1496.4983
34412.0,36,209,501,8,Loyal,Low CLV,199.84889
57537.0,47,545,384,15,Loyal,Low CLV,578.0079
22634.0,60,96,529,5,Loyal,Low CLV,72.87638
